CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
35;FALSE;FALSE;as;1;3.95;7.76;0.31;20;NA;NA;NA;45;1
36;FALSE;FALSE;eas;3;1.45;2.76;0.81;68;NA;NA;464;22;0
37;FALSE;FALSE;eas;0;2.07;1.51;0.19;8;NA;NA;745;NA;NA
38;FALSE;FALSE;acs;2;4.57;6.51;0.69;56;0.42;NA;NA;39;1
39;FALSE;FALSE;ras;1;0.82;4.01;0.93;80;NA;90;NA;28;1
40;FALSE;FALSE;as;3;3.32;9.01;0.44;32;NA;NA;NA;5;0
41;FALSE;FALSE;as;2;1.76;5.89;0.99;14;NA;NA;NA;19;1
42;FALSE;FALSE;eas;0;4.26;0.89;0.5;62;NA;NA;605;NA;NA
43;FALSE;FALSE;acs;3;0.51;8.39;0.25;86;0.1;NA;NA;31;0
44;FALSE;FALSE;mmas;1;3.01;3.39;0.75;38;NA;NA;NA;8;1
45;FALSE;FALSE;mmas;0;1.13;7.14;0.87;50;NA;NA;NA;NA;NA
46;FALSE;FALSE;ras;2;3.63;2.14;0.38;98;NA;71;NA;14;1
47;FALSE;FALSE;acs;1;2.38;9.64;0.13;74;0.73;NA;NA;25;1
48;FALSE;FALSE;eas;3;4.88;4.64;0.62;26;NA;NA;511;48;0
49;FALSE;FALSE;mmas;3;2.23;6.82;0.28;59;NA;NA;NA;29;1
50;FALSE;FALSE;acs;1;4.73;1.82;0.78;11;0.26;NA;NA;6;0
51;FALSE;FALSE;as;0;3.48;4.32;0.04;83;NA;NA;NA;NA;NA
52;FALSE;FALSE;ras;2;0.98;9.32;0.53;35;NA;62;NA;18;0
53;FALSE;FALSE;eas;1;0.35;5.57;0.41;95;NA;NA;394;24;0
54;FALSE;FALSE;acs;3;2.85;0.57;0.9;47;0.89;NA;NA;47;1
55;FALSE;FALSE;mmas;2;4.1;3.07;0.16;71;NA;NA;NA;12;0
56;FALSE;FALSE;ras;0;1.6;8.07;0.65;23;NA;24;NA;NA;NA
57;FALSE;FALSE;eas;2;2.54;8.7;0.84;77;NA;NA;628;44;0
58;FALSE;FALSE;acs;0;0.04;3.7;0.34;29;0.2;NA;NA;NA;NA
59;FALSE;FALSE;ras;3;3.79;6.2;0.1;5;NA;43;NA;9;1
60;FALSE;FALSE;as;1;1.29;1.2;0.59;53;NA;NA;NA;32;0
61;FALSE;FALSE;as;3;0.67;2.45;0.72;89;NA;NA;NA;27;1
62;FALSE;FALSE;eas;1;3.17;7.45;0.22;41;NA;NA;534;50;0
63;FALSE;FALSE;mmas;0;4.42;9.95;0.96;65;NA;NA;NA;NA;NA
64;FALSE;FALSE;acs;2;1.92;4.95;0.47;17;0.57;NA;NA;38;0
65;FALSE;FALSE;ras;2;4.3;4.24;0.86;43;NA;19;NA;10;0
66;FALSE;FALSE;mmas;0;1.8;9.24;0.37;91;NA;NA;NA;NA;NA
67;FALSE;FALSE;eas;3;3.05;1.74;0.12;67;NA;NA;692;45;1
68;FALSE;FALSE;acs;1;0.55;6.74;0.62;19;0.86;NA;NA;22;0
69;TRUE;FALSE;acs;3;2.42;5.49;0.74;31;0.49;NA;NA;28;1
70;FALSE;FALSE;mmas;1;4.92;0.49;0.24;79;NA;NA;NA;5;0
71;FALSE;FALSE;ras;0;3.67;2.99;0.99;7;NA;56;NA;NA;NA
72;FALSE;FALSE;as;2;1.17;7.99;0.49;55;NA;NA;NA;16;0
73;FALSE;FALSE;acs;0;4.61;8.62;0.06;49;0.67;NA;NA;NA;NA
74;FALSE;FALSE;mmas;2;2.11;3.62;0.55;97;NA;NA;NA;36;0
75;FALSE;FALSE;as;1;3.36;6.12;0.8;73;NA;NA;NA;48;0
76;FALSE;FALSE;eas;3;0.86;1.12;0.31;25;NA;NA;646;25;1
77;FALSE;FALSE;acs;2;2.74;9.87;0.18;13;0.05;NA;NA;42;0
78;FALSE;FALSE;eas;0;0.24;4.87;0.68;61;NA;NA;552;NA;NA
79;FALSE;FALSE;as;3;3.99;7.37;0.92;85;NA;NA;NA;7;1
80;FALSE;FALSE;ras;1;1.49;2.37;0.43;37;NA;50;NA;30;0
81;FALSE;FALSE;acs;1;2.89;4.56;0.28;58;0.14;NA;NA;9;1
82;FALSE;FALSE;mmas;3;0.39;9.56;0.77;10;NA;NA;NA;32;0
83;FALSE;FALSE;eas;2;1.64;7.06;0.03;82;NA;NA;481;20;1
84;FALSE;FALSE;as;0;4.14;2.06;0.52;34;NA;NA;NA;NA;NA
85;FALSE;FALSE;acs;3;4.77;3.31;0.4;94;0.52;NA;NA;49;0
86;FALSE;FALSE;eas;1;2.27;8.31;0.89;46;NA;NA;575;26;1
87;FALSE;FALSE;ras;0;1.02;5.81;0.15;70;NA;65;NA;NA;NA
88;FALSE;FALSE;mmas;2;3.52;0.81;0.65;22;NA;NA;NA;15;1
89;FALSE;FALSE;ras;3;3.2;7.68;0.58;64;NA;97;NA;6;0
90;FALSE;FALSE;as;1;0.7;2.68;0.09;16;NA;NA;NA;29;1
91;FALSE;FALSE;acs;0;1.95;0.18;0.83;88;0.33;NA;NA;NA;NA
92;FALSE;FALSE;mmas;2;4.45;5.18;0.34;40;NA;NA;NA;41;1
93;FALSE;FALSE;mmas;0;2.58;6.43;0.46;28;NA;NA;NA;NA;NA
94;FALSE;FALSE;ras;2;0.08;1.43;0.96;76;NA;9;NA;35;1
95;FALSE;FALSE;eas;1;3.83;8.93;0.71;100;NA;NA;716;46;1
96;FALSE;FALSE;as;3;1.33;3.93;0.21;52;NA;NA;NA;23;0
97;FALSE;FALSE;as;1;4.53;3.78;0.48;8;NA;NA;NA;35;1
98;FALSE;FALSE;ras;3;2.03;8.78;0.97;56;NA;51;NA;12;0
99;FALSE;FALSE;eas;2;0.78;6.28;0.23;32;NA;NA;48;47;1
100;FALSE;FALSE;acs;0;3.28;1.28;0.72;80;0.07;NA;NA;NA;NA
101;FALSE;FALSE;as;3;2.66;2.53;0.35;44;NA;NA;NA;18;0
102;FALSE;FALSE;eas;1;0.16;7.53;0.85;92;NA;NA;329;41;1
103;FALSE;FALSE;mmas;0;1.41;5.03;0.11;20;NA;NA;NA;NA;NA
104;FALSE;FALSE;acs;2;3.91;0.03;0.6;68;0.69;NA;NA;30;1
105;FALSE;FALSE;ras;1;1.72;3.15;0.17;62;NA;20;NA;15;1
106;FALSE;FALSE;mmas;3;4.22;8.15;0.66;14;NA;NA;NA;38;0
107;FALSE;FALSE;as;0;0.47;0.65;0.91;38;NA;NA;NA;NA;NA
108;FALSE;FALSE;eas;2;2.97;5.65;0.41;86;NA;NA;95;27;1
109;FALSE;FALSE;as;2;2.34;1.9;0.79;26;NA;NA;NA;10;1
110;FALSE;FALSE;ras;0;4.84;6.9;0.29;74;NA;83;NA;NA;NA
111;FALSE;FALSE;mmas;1;3.59;9.4;0.54;50;NA;NA;NA;21;1
112;FALSE;FALSE;acs;3;1.09;4.4;0.04;98;0.75;NA;NA;44;0
113;FALSE;FALSE;as;2;4.69;9.09;0.07;59;NA;NA;NA;23;0
114;FALSE;FALSE;eas;0;2.19;4.09;0.57;11;NA;NA;24;NA;NA
115;FALSE;FALSE;mmas;1;0.94;1.59;0.32;83;NA;NA;NA;11;0
116;FALSE;FALSE;ras;3;3.44;6.59;0.82;35;NA;73;NA;34;1
117;FALSE;FALSE;eas;3;1.56;0.34;0.45;71;NA;NA;306;40;1
118;FALSE;FALSE;acs;1;4.06;5.34;0.94;23;0.6;NA;NA;17;0
119;FALSE;FALSE;ras;2;0.31;2.84;0.69;47;NA;36;NA;5;0
120;FALSE;FALSE;as;0;2.81;7.84;0.2;95;NA;NA;NA;NA;NA
121;FALSE;FALSE;mmas;2;3.13;4.71;0.88;89;NA;NA;NA;31;0
122;FALSE;FALSE;acs;0;0.63;9.71;0.38;41;0.91;NA;NA;NA;NA
123;FALSE;FALSE;eas;3;4.38;2.21;0.14;17;NA;NA;259;20;1
124;FALSE;FALSE;as;1;1.88;7.21;0.63;65;NA;NA;NA;43;0
125;FALSE;FALSE;ras;1;2.5;0.96;0.01;29;NA;5;NA;37;0
126;FALSE;FALSE;mmas;3;0;5.96;0.51;77;NA;NA;NA;14;1
127;FALSE;FALSE;acs;2;1.25;8.46;0.26;5;0.28;NA;NA;48;0
128;FALSE;FALSE;eas;0;3.75;3.46;0.75;53;NA;NA;165;NA;NA
129;FALSE;FALSE;mmas;2;2.87;8.81;0.32;73;NA;NA;NA;24;1
130;FALSE;FALSE;ras;0;0.37;3.81;0.81;25;NA;6;NA;NA;NA
131;FALSE;FALSE;eas;3;4.12;6.31;0.57;49;NA;NA;174;36;0
132;FALSE;FALSE;as;1;1.62;1.31;0.07;97;NA;NA;NA;13;1
133;FALSE;FALSE;acs;2;2.25;2.56;0.94;37;0.12;NA;NA;7;1
134;FALSE;FALSE;mmas;0;4.75;7.56;0.44;85;NA;NA;NA;NA;NA
135;FALSE;FALSE;as;3;1;0.06;0.19;61;NA;NA;NA;41;0
136;FALSE;FALSE;ras;1;3.5;5.06;0.69;13;NA;93;NA;18;1
137;FALSE;FALSE;acs;1;4.43;0.69;0.38;43;0.8;NA;NA;39;1
138;FALSE;FALSE;eas;3;1.93;5.69;0.87;91;NA;NA;33;16;0
139;FALSE;FALSE;as;0;3.18;3.19;0.63;67;NA;NA;NA;NA;NA
140;FALSE;FALSE;ras;2;0.68;8.19;0.13;19;NA;74;NA;50;1
141;FALSE;FALSE;as;2;3.81;4.44;0.75;79;NA;NA;NA;33;1
142;FALSE;FALSE;eas;0;1.31;9.44;0.26;31;NA;NA;314;NA;NA
143;FALSE;FALSE;mmas;1;0.06;6.94;1;55;NA;NA;NA;44;1
144;FALSE;FALSE;acs;3;2.56;1.94;0.5;7;0.43;NA;NA;21;0
145;FALSE;FALSE;as;3;3.65;8.5;0.97;28;NA;NA;NA;37;1
146;FALSE;FALSE;eas;1;1.15;3.5;0.47;76;NA;NA;57;14;0
147;FALSE;FALSE;ras;2;4.9;6;0.22;100;NA;53;NA;26;0
148;FALSE;FALSE;mmas;0;2.4;1;0.72;52;NA;NA;NA;NA;NA
149;FALSE;FALSE;eas;2;0.53;2.25;0.6;16;NA;NA;338;8;0
150;FALSE;FALSE;acs;0;3.03;7.25;0.1;64;0.27;NA;NA;NA;NA
151;FALSE;FALSE;as;1;4.28;9.75;0.84;40;NA;NA;NA;20;0
152;FALSE;FALSE;ras;3;1.78;4.75;0.35;88;NA;40;NA;43;1
153;FALSE;FALSE;mmas;2;1.47;6.63;0.41;46;NA;NA;NA;46;0
154;FALSE;FALSE;ras;0;3.97;1.63;0.91;94;NA;21;NA;NA;NA
155;FALSE;FALSE;eas;1;2.72;4.13;0.16;22;NA;NA;104;34;0
156;FALSE;FALSE;acs;3;0.22;9.13;0.66;70;0.59;NA;NA;11;1
157;FALSE;FALSE;ras;2;3.34;0.38;0.78;58;NA;59;NA;28;0
158;FALSE;FALSE;as;0;0.84;5.38;0.29;10;NA;NA;NA;NA;NA
159;FALSE;FALSE;acs;1;2.09;7.88;0.53;82;0.21;NA;NA;40;0
160;FALSE;FALSE;mmas;3;4.59;2.88;0.04;34;NA;NA;NA;17;1
161;FALSE;FALSE;eas;2;4.2;1.16;0.98;9;NA;NA;725;13;0
162;FALSE;FALSE;acs;0;1.7;6.16;0.49;57;0.01;NA;NA;NA;NA
163;FALSE;FALSE;ras;3;2.95;3.66;0.24;81;NA;7;NA;48;1
164;FALSE;FALSE;mmas;1;0.45;8.66;0.74;33;NA;NA;NA;25;0
165;FALSE;FALSE;acs;2;1.08;7.41;0.36;93;0.63;NA;NA;19;0
166;FALSE;FALSE;mmas;0;3.58;2.41;0.86;45;NA;NA;NA;NA;NA
167;FALSE;FALSE;as;3;2.33;9.91;0.61;21;NA;NA;NA;31;1
168;FALSE;FALSE;ras;1;4.83;4.91;0.12;69;NA;70;NA;8;0
169;FALSE;FALSE;eas;2;2.01;1.78;0.67;63;NA;NA;584;34;0
170;FALSE;FALSE;as;0;4.51;6.78;0.18;15;NA;NA;NA;NA;NA
171;FALSE;FALSE;mmas;3;0.76;4.28;0.43;39;NA;NA;NA;22;1
172;FALSE;FALSE;acs;1;3.26;9.28;0.92;87;0.44;NA;NA;45;0
173;FALSE;FALSE;eas;1;1.39;3.03;0.3;27;NA;NA;490;28;0
174;FALSE;FALSE;acs;3;3.89;8.03;0.8;75;0.82;NA;NA;5;1
175;FALSE;FALSE;as;2;2.64;5.53;0.05;51;NA;NA;NA;39;0
176;FALSE;FALSE;ras;0;0.14;0.53;0.55;99;NA;26;NA;NA;NA
177;FALSE;FALSE;acs;1;0.92;2.1;0.21;48;0.54;NA;NA;32;1
178;FALSE;FALSE;mmas;3;3.42;7.1;0.7;96;NA;NA;NA;9;0
179;FALSE;FALSE;ras;2;4.67;9.6;0.46;24;NA;79;NA;44;1
180;FALSE;FALSE;as;0;2.17;4.6;0.95;72;NA;NA;NA;NA;NA
181;FALSE;FALSE;ras;3;1.54;0.85;0.09;12;NA;17;NA;26;0
182;FALSE;FALSE;mmas;1;4.04;5.85;0.58;60;NA;NA;NA;49;1
183;FALSE;FALSE;eas;0;2.79;8.35;0.33;36;NA;NA;701;NA;NA
184;FALSE;FALSE;mmas;3;4.79;6.69;0.86;55;NA;NA;NA;35;0
185;FALSE;FALSE;acs;1;2.45;3.77;0.47;62;0.49;NA;NA;34;1
186;FALSE;FALSE;eas;1;0.14;7.25;0.49;35;NA;NA;70;21;0
187;FALSE;FALSE;as;1;3.44;5.91;0.86;10;NA;NA;NA;22;0
188;FALSE;FALSE;eas;3;2.4;0.7;0.78;61;NA;NA;705;25;1
189;FALSE;FALSE;acs;0;0.69;3.91;0.23;74;0.89;NA;NA;NA;NA
190;FALSE;FALSE;as;2;1.3;0.37;0.53;67;NA;NA;NA;32;0
191;FALSE;FALSE;as;0;2.83;0.71;0.3;33;NA;NA;NA;NA;NA
192;FALSE;FALSE;ras;3;0.8;1;0.26;84;NA;36;NA;31;1
193;FALSE;FALSE;acs;2;2.31;6.85;0.14;51;0.22;NA;NA;27;0
194;FALSE;FALSE;acs;2;2.84;2.1;0.62;49;0.96;NA;NA;31;1
195;FALSE;FALSE;acs;3;2.51;0.57;0.95;77;0.29;NA;NA;41;1
196;FALSE;FALSE;ras;3;1.16;5.36;0.64;5;NA;39;NA;21;0
197;FALSE;FALSE;acs;3;1.73;6.68;0.43;47;0.65;NA;NA;46;1
198;FALSE;FALSE;acs;1;1.54;3.01;0.21;78;0.7;NA;NA;44;1
199;FALSE;FALSE;ras;0;2.43;0.25;0.52;49;NA;94;NA;NA;NA
200;FALSE;FALSE;as;1;0.19;3.83;0.81;29;NA;NA;NA;34;1
201;FALSE;FALSE;mmas;3;0.83;6.38;0.83;47;NA;NA;NA;29;0
202;FALSE;FALSE;as;3;2.85;8.69;0.99;10;NA;NA;NA;36;1
203;FALSE;FALSE;acs;3;3.16;4.48;0.4;25;0.48;NA;NA;28;0
204;FALSE;FALSE;acs;3;3.48;3.23;0.57;80;0.59;NA;NA;50;1
205;FALSE;FALSE;ras;3;1.04;7.56;0.94;50;NA;3;NA;17;1
206;FALSE;FALSE;mmas;0;2.17;9.89;0.76;26;NA;NA;NA;NA;NA
207;FALSE;FALSE;mmas;3;1.68;5.57;0.85;72;NA;NA;NA;12;1
208;FALSE;FALSE;eas;3;1.63;4.67;0.6;42;NA;NA;605;34;1
209;FALSE;FALSE;ras;3;3.65;2.46;0.56;60;NA;24;NA;32;1
210;FALSE;FALSE;acs;3;0.65;4.73;0.55;22;0.6;NA;NA;49;1
211;FALSE;FALSE;as;0;0.39;0.44;0.55;49;NA;NA;NA;NA;NA
212;FALSE;FALSE;as;3;2.12;0.22;0.41;74;NA;NA;NA;23;1
213;FALSE;FALSE;acs;3;2.7;1.17;0.19;26;0.95;NA;NA;41;1
214;FALSE;FALSE;acs;0;2.3;4.72;0.66;13;0.55;NA;NA;NA;NA
215;FALSE;FALSE;acs;3;4.63;0.49;0.66;71;0.94;NA;NA;38;1
216;FALSE;FALSE;acs;3;2.98;2.27;0.88;60;0.9;NA;NA;34;1
217;FALSE;FALSE;mmas;3;3.34;5.24;0.54;85;NA;NA;NA;35;0
218;FALSE;FALSE;eas;1;0.76;9.46;0.24;28;NA;NA;447;49;1
219;FALSE;FALSE;eas;2;0.15;4.89;0.84;81;NA;NA;543;47;1
220;FALSE;FALSE;as;2;3.73;8.46;0.28;90;NA;NA;NA;7;0
221;FALSE;FALSE;acs;3;0.69;0.8;0.83;56;1;NA;NA;20;0
222;FALSE;FALSE;ras;3;4.64;2.29;0.72;72;NA;35;NA;27;1
223;FALSE;FALSE;mmas;0;3.81;6.9;0.75;83;NA;NA;NA;NA;NA
224;FALSE;FALSE;ras;3;2.44;7.16;0.62;63;NA;13;NA;24;1
225;FALSE;FALSE;eas;3;0.2;0.7;0.32;43;NA;NA;30;15;1
226;FALSE;FALSE;as;2;1.05;2.21;0.6;37;NA;NA;NA;41;1
227;FALSE;FALSE;acs;0;2.31;7.14;0.23;85;0.32;NA;NA;NA;NA
228;FALSE;FALSE;ras;3;3.92;4.87;0.67;62;NA;97;NA;31;1
229;FALSE;FALSE;acs;3;1.47;2.31;0.72;8;0.59;NA;NA;31;0
230;FALSE;FALSE;as;3;2.68;4.84;0.72;6;NA;NA;NA;30;1
231;FALSE;FALSE;acs;1;0.15;8.82;0.92;5;0.27;NA;NA;42;0
232;FALSE;FALSE;acs;2;3.14;6.78;1;18;0.82;NA;NA;16;0
233;FALSE;FALSE;as;2;2.96;7.96;0.91;34;NA;NA;NA;31;0
234;FALSE;FALSE;acs;1;2.83;6.71;0.76;30;0.48;NA;NA;25;1
235;FALSE;FALSE;acs;1;2.76;3.27;0.63;70;0.73;NA;NA;35;0
236;FALSE;FALSE;ras;1;3.01;9.21;0.58;16;NA;30;NA;18;0
237;FALSE;FALSE;mmas;3;2.82;3.94;0.92;61;NA;NA;NA;35;0
238;FALSE;FALSE;acs;3;2;3.28;0.73;36;0.55;NA;NA;50;0
239;FALSE;FALSE;ras;1;3.38;4.03;0.68;33;NA;92;NA;36;1
240;FALSE;FALSE;as;0;3.1;6.49;0.21;81;NA;NA;NA;NA;NA
241;FALSE;FALSE;ras;0;3.79;9.73;0.63;51;NA;86;NA;NA;NA
242;FALSE;FALSE;acs;2;2.05;0.5;0.49;25;0.2;NA;NA;34;1
243;FALSE;FALSE;as;3;2.81;4.63;0.95;45;NA;NA;NA;21;0
244;FALSE;FALSE;eas;3;1.96;0.9;0.91;45;NA;NA;401;39;1
245;FALSE;FALSE;as;3;3.32;3.77;0.91;11;NA;NA;NA;35;1
246;FALSE;FALSE;acs;0;4.5;5.52;0.81;23;0.08;NA;NA;NA;NA
247;FALSE;FALSE;ras;3;2.38;2.32;0.97;31;NA;53;NA;16;1
248;FALSE;FALSE;acs;1;1.73;9.24;0.35;32;0.24;NA;NA;13;1
249;FALSE;FALSE;acs;2;0.64;1.23;0.9;33;0.33;NA;NA;18;0
250;FALSE;FALSE;acs;3;1.7;8.89;0.74;80;0.9;NA;NA;42;1
251;FALSE;FALSE;as;3;1.91;6.47;0.35;53;NA;NA;NA;37;1
252;FALSE;FALSE;as;1;3.77;2.66;0.61;36;NA;NA;NA;42;1
253;FALSE;FALSE;mmas;1;3.45;8.25;0.74;99;NA;NA;NA;20;0
254;FALSE;FALSE;eas;0;0.12;6.52;0.37;21;NA;NA;221;NA;NA
255;FALSE;FALSE;eas;0;2.47;5;0.51;42;NA;NA;630;NA;NA
256;FALSE;FALSE;acs;3;0.05;5.6;0.35;76;0.59;NA;NA;42;1
257;FALSE;FALSE;eas;1;0.99;2.67;0.7;28;NA;NA;704;41;1
258;FALSE;FALSE;acs;1;0.51;8.08;0.93;38;0.29;NA;NA;29;0
259;FALSE;FALSE;mmas;1;4.45;2.15;0.7;23;NA;NA;NA;47;1
260;FALSE;FALSE;as;2;2.04;7.79;0.5;69;NA;NA;NA;38;1
261;FALSE;FALSE;ras;1;1.56;7.92;1;39;NA;44;NA;45;0
262;FALSE;FALSE;acs;3;3.04;3.81;0.99;57;0.54;NA;NA;24;0
263;FALSE;FALSE;acs;3;0.91;0.91;0.88;49;0.44;NA;NA;9;0
264;FALSE;FALSE;mmas;2;2.2;4.39;0.7;16;NA;NA;NA;38;0
265;FALSE;FALSE;acs;2;2.62;4.31;0.98;18;0.5;NA;NA;15;1
266;FALSE;FALSE;acs;3;1.22;6.06;0.3;27;0.43;NA;NA;12;1
267;FALSE;FALSE;acs;1;0.52;5.27;0.35;39;0.73;NA;NA;49;0
268;FALSE;FALSE;acs;2;1.46;4.15;0.84;23;0.46;NA;NA;47;1
269;FALSE;FALSE;eas;3;1.99;5.05;0.22;34;NA;NA;507;29;0
270;FALSE;FALSE;acs;2;2.09;3.33;0.72;41;0.52;NA;NA;25;1
271;FALSE;FALSE;acs;0;3.52;2.76;0.58;75;0.83;NA;NA;NA;NA
272;FALSE;FALSE;acs;3;1.32;5.45;0.73;37;0.25;NA;NA;5;0
273;FALSE;FALSE;eas;3;3.03;0.87;0.75;24;NA;NA;516;36;1
274;FALSE;FALSE;mmas;0;1.01;5.08;0.89;62;NA;NA;NA;NA;NA
275;FALSE;FALSE;ras;0;1.35;0.62;0.59;37;NA;7;NA;NA;NA
276;FALSE;FALSE;mmas;0;2.44;6.59;0.54;53;NA;NA;NA;NA;NA
277;FALSE;FALSE;as;1;1.3;6.56;0.37;13;NA;NA;NA;34;1
278;FALSE;FALSE;eas;2;2.41;1.68;0.33;63;NA;NA;409;21;1
279;FALSE;FALSE;acs;1;2.66;0.48;0.82;34;0.75;NA;NA;30;1
280;FALSE;FALSE;ras;2;4.06;3.21;0.95;26;NA;96;NA;44;1
281;FALSE;FALSE;mmas;0;3.24;4.8;0.48;31;NA;NA;NA;NA;NA
282;FALSE;FALSE;ras;2;0.06;3.66;0.36;24;NA;91;NA;44;1
283;FALSE;FALSE;ras;3;0.97;3.48;0.5;75;NA;28;NA;33;0
284;FALSE;FALSE;mmas;3;0.86;6.76;0.88;15;NA;NA;NA;13;1
285;FALSE;FALSE;eas;2;2.19;5.6;0.77;10;NA;NA;207;46;0
286;FALSE;FALSE;acs;1;3.77;2.9;0.84;27;0.1;NA;NA;40;0
287;FALSE;FALSE;as;2;0.48;1.89;0.47;60;NA;NA;NA;34;1
288;FALSE;FALSE;acs;0;3.73;1.84;0.86;70;0.73;NA;NA;NA;NA
289;FALSE;FALSE;eas;0;3.57;3.25;0.99;10;NA;NA;646;NA;NA
290;FALSE;FALSE;acs;1;2.6;1.5;0.64;31;0.43;NA;NA;37;1
291;FALSE;FALSE;acs;1;2.71;6.06;0.66;7;0.12;NA;NA;21;0
292;FALSE;FALSE;eas;3;1.31;1.85;0.57;38;NA;NA;597;44;1
293;FALSE;FALSE;mmas;2;4.48;1.92;0.66;36;NA;NA;NA;25;1
294;FALSE;FALSE;as;0;0.22;1.68;0.37;48;NA;NA;NA;NA;NA
295;FALSE;FALSE;ras;2;1.16;6.88;0.49;51;NA;19;NA;39;1
296;FALSE;FALSE;ras;1;3.59;5.29;0.67;45;NA;58;NA;18;1
297;FALSE;FALSE;as;3;4.52;2.57;0.96;11;NA;NA;NA;18;1
298;FALSE;FALSE;ras;2;2.26;3.23;0.53;13;NA;52;NA;23;0
299;FALSE;FALSE;as;1;2.42;8.03;0.71;47;NA;NA;NA;17;1
300;TRUE;FALSE;acs;3;2.39;6.34;0.54;34;0.32;NA;NA;15;1
301;FALSE;FALSE;acs;1;0.16;7.75;0.6;44;0.56;NA;NA;41;1
302;FALSE;FALSE;acs;2;4.76;8.01;0.54;59;0.12;NA;NA;42;1
303;FALSE;FALSE;acs;0;0.66;0.38;0.47;21;0.32;NA;NA;NA;NA
304;FALSE;FALSE;acs;1;1.44;6.65;0.84;34;0.8;NA;NA;20;1
305;FALSE;FALSE;eas;2;2.73;3.74;0.41;46;NA;NA;732;48;1
306;FALSE;FALSE;mmas;0;2.65;3.9;0.91;43;NA;NA;NA;NA;NA
307;FALSE;FALSE;eas;3;3.27;5.1;0.43;80;NA;NA;670;25;0
308;FALSE;FALSE;as;1;2.38;2.93;0.38;17;NA;NA;NA;34;0
309;FALSE;FALSE;ras;0;0.97;2.86;0.56;53;NA;85;NA;NA;NA
310;FALSE;FALSE;ras;0;2.76;7.58;0.96;54;NA;82;NA;NA;NA
311;FALSE;FALSE;acs;2;1.89;8.97;0.38;77;0.74;NA;NA;27;1
312;FALSE;FALSE;ras;1;1.93;8.69;0.77;45;NA;66;NA;13;1
313;FALSE;FALSE;ras;1;2.91;7.95;0.29;58;NA;61;NA;33;1
